Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18.0,2004.0,20,4,625,6.9,5,0,5,5,0,0,1,0,3.9,3.9,0.3,4.2,16.0,15.0,27.0,0.72,0.0,0.72,0.72,0.72,0.56,0.05,0.61,0.56,0.61
Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28.0,1994.0,32,20,1769,19.7,6,2,8,6,0,0,2,1,8.9,8.9,2.1,11.0,22.0,25.0,111.0,0.31,0.1,0.41,0.31,0.41,0.45,0.11,0.56,0.45,0.56
Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24.0,1999.0,14,5,516,5.7,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,9.0,21.0,34.0,0.17,0.0,0.17,0.17,0.17,0.07,0.06,0.13,0.07,0.13
Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26.0,1996.0,26,11,1107,12.3,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.3,20.0,59.0,33.0,0.08,0.0,0.08,0.08,0.08,0.14,0.05,0.19,0.14,0.19
Loris Mouyokolo,fr FRA,DF,Lorient,fr Ligue 1,22.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18.0,2004.0,5,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22.0,2001.0,31,18,1576,17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92.0,45.0,139.0,0.29,0.11,0.4,0.29,0.4,0.25,0.23,0.48,0.25,0.48
François Mughe,cm CMR,"MF,DF",Marseille,fr Ligue 1,19.0,2004.0,5,2,177,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25.0,1997.0,16,9,796,8.8,0,0,0,0,0,0,2,0,1.3,1.3,0.1,1.4,12.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16
Samuele Mulattieri,it ITA,"FW,MF",Sassuolo,it Serie A,22.0,2000.0,27,1,462,5.1,0,0,0,0,0,0,1,0,1.6,1.6,0.3,1.9,8.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.37,0.31,0.37
Andreas Müller,de GER,MF,Darmstadt 98,de Bundesliga,23.0,2000.0,11,2,349,3.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Jannik Müller,de GER,"DF,MF",Darmstadt 98,de Bundesliga,29.0,1994.0,16,12,1134,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,8.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32.0,1991.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,20.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25.0,1998.0,20,19,1694,18.8,1,0,1,1,0,0,5,1,0.4,0.4,0.3,0.7,6.0,38.0,4.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03
Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27.0,1996.0,27,25,2173,24.1,4,3,7,4,0,0,5,0,6.2,6.2,1.0,7.2,19.0,67.0,81.0,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3
Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,30.0,1992.0,20,5,594,6.6,2,0,2,2,0,0,1,0,1.7,1.7,0.4,2.2,18.0,43.0,50.0,0.3,0.0,0.3,0.3,0.3,0.26,0.06,0.33,0.26,0.33
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22.0,2001.0,26,18,1593,17.7,9,1,10,9,0,0,1,0,8.7,8.7,2.0,10.7,8.0,19.0,76.0,0.51,0.06,0.56,0.51,0.56,0.49,0.12,0.61,0.49,0.61
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25.0,1997.0,21,11,1127,12.5,0,2,2,0,0,0,2,0,0.3,0.3,2.0,2.2,24.0,39.0,23.0,0.0,0.16,0.16,0.0,0.16,0.02,0.16,0.18,0.02,0.18
Álvaro Muñoz,uy URU,FW,Real Madrid,es La Liga,19.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,27.0,1996.0,16,16,1439,16.0,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25.0,38.0,80.0,0.0,0.25,0.25,0.0,0.25,0.08,0.15,0.23,0.08,0.23
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20.0,2002.0,28,20,1854,20.6,4,0,4,4,0,0,5,0,1.1,1.1,0.2,1.2,17.0,80.0,23.0,0.19,0.0,0.19,0.19,0.19,0.05,0.01,0.06,0.05,0.06
Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,28.0,1995.0,37,30,2640,29.3,2,3,5,2,0,0,6,0,2.5,2.5,1.4,4.0,33.0,122.0,126.0,0.07,0.1,0.17,0.07,0.17,0.09,0.05,0.14,0.09,0.14
Finley Munroe,eng ENG,MF,Aston Villa,eng Premier League,18.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24.0,1998.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,32.0,1991.0,18,2,409,4.5,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.3,19.0,24.0,57.0,0.44,0.22,0.66,0.44,0.66,0.34,0.38,0.72,0.34,0.72
Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21.0,2002.0,32,32,2789,31.0,0,2,2,0,0,0,5,0,1.8,1.8,1.2,3.0,22.0,89.0,7.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.1,0.06,0.1
Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,eng Premier League,19.0,2004.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,28.0,1995.0,21,14,1189,13.2,3,7,10,3,0,0,1,0,2.1,2.1,5.0,7.1,33.0,52.0,113.0,0.23,0.53,0.76,0.23,0.76,0.16,0.37,0.54,0.16,0.54
Yunus Musah,us USA,"MF,FW",Milan,it Serie A,20.0,2002.0,30,13,1478,16.4,0,2,2,0,0,0,5,0,0.6,0.6,1.2,1.8,48.0,64.0,77.0,0.0,0.12,0.12,0.0,0.12,0.04,0.08,0.11,0.04,0.11
Florent Muslija,xk KVX,"MF,FW",Freiburg,de Bundesliga,25.0,1998.0,10,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,6.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.48,0.54,0.06,0.54
Juan Musso,ar ARG,GK,Atalanta,it Serie A,29.0,1994.0,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29.0,1994.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Mvuka,no NOR,"DF,FW",Lorient,fr Ligue 1,20.0,2002.0,7,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Junior Mwanga,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20.0,2003.0,22,17,1450,16.1,1,1,2,1,0,0,3,0,1.4,1.4,0.8,2.2,28.0,56.0,37.0,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14
Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,29.0,1994.0,23,23,1996,22.2,1,2,3,1,0,0,4,1,1.4,1.4,2.0,3.4,50.0,73.0,93.0,0.05,0.09,0.14,0.05,0.14,0.06,0.09,0.15,0.06,0.15
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,24.0,1999.0,28,28,2469,27.4,2,0,2,2,0,0,1,0,1.5,1.5,0.9,2.4,14.0,55.0,68.0,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09
Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,26.0,1997.0,30,27,2452,27.2,2,3,5,2,0,0,5,0,1.4,1.4,2.7,4.0,84.0,119.0,137.0,0.07,0.11,0.18,0.07,0.18,0.05,0.1,0.15,0.05,0.15
Obite N'Dicka,ci CIV,DF,Roma,it Serie A,23.0,1999.0,25,25,2168,24.1,0,3,3,0,0,0,6,0,1.0,1.0,1.0,2.0,26.0,87.0,11.0,0.0,0.12,0.12,0.0,0.12,0.04,0.04,0.09,0.04,0.09
Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,27.0,1996.0,23,18,1604,17.8,0,2,2,0,0,0,4,0,0.3,0.3,0.5,0.8,12.0,62.0,3.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.05,0.02,0.05
Nathan N'Goumou,fr FRA,"FW,MF",Gladbach,de Bundesliga,23.0,2000.0,32,14,1385,15.4,5,2,7,5,0,0,1,0,3.8,3.8,1.7,5.5,52.0,47.0,150.0,0.32,0.13,0.45,0.32,0.45,0.24,0.11,0.35,0.24,0.35
Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,24.0,1999.0,11,7,631,7.0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,7.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Bilal Nadir,fr FRA,"MF,FW",Marseille,fr Ligue 1,19.0,2003.0,5,1,113,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,18.0,2005.0,3,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.35,0.1,0.35
Marvelous Nakamba,zw ZIM,MF,Luton Town,eng Premier League,29.0,1994.0,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,23.0,2000.0,25,17,1381,15.3,4,1,5,4,0,0,1,0,3.2,3.2,1.3,4.5,48.0,56.0,141.0,0.26,0.07,0.33,0.26,0.33,0.21,0.09,0.29,0.21,0.29
Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,27.0,1995.0,33,29,2341,26.0,2,3,5,1,1,1,7,0,3.7,2.9,2.5,5.5,57.0,76.0,89.0,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21
Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,30.0,1993.0,26,25,2258,25.1,2,0,2,2,0,0,8,0,1.0,1.0,0.6,1.6,11.0,64.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06
Natan,br BRA,DF,Napoli,it Serie A,22.0,2001.0,14,11,952,10.6,0,0,0,0,0,0,3,1,0.4,0.4,0.1,0.5,15.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Lapo Nava,it ITA,GK,Milan,it Serie A,19.0,2004.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Navarro,es ESP,"MF,FW",Cádiz,es La Liga,21.0,2002.0,28,24,1888,21.0,1,1,2,1,0,0,0,1,2.1,2.1,3.1,5.3,81.0,70.0,119.0,0.05,0.05,0.1,0.05,0.1,0.1,0.15,0.25,0.1,0.25
Jesús Navas,es ESP,DF,Sevilla,es La Liga,37.0,1985.0,29,25,2003,22.3,0,2,2,0,0,0,6,1,0.1,0.1,1.9,2.1,54.0,103.0,141.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.09,0.01,0.09
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,36.0,1986.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michel Ndary Adopo,fr FRA,MF,Atalanta,it Serie A,23.0,2000.0,10,0,109,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.1,3.0,9.0,16.0,0.0,0.83,0.83,0.0,0.83,0.06,0.06,0.11,0.06,0.11
Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,fr Ligue 1,24.0,1998.0,23,20,1712,19.0,0,0,0,0,0,0,6,1,1.2,1.2,0.5,1.7,16.0,96.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
Bassirou Ndiaye,sn SEN,FW,Lorient,fr Ligue 1,21.0,2002.0,5,0,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
Iliman Ndiaye,sn SEN,"FW,MF",Marseille,fr Ligue 1,23.0,2000.0,30,19,1618,18.0,3,3,6,3,0,0,0,1,4.5,4.5,2.6,7.1,51.0,62.0,152.0,0.17,0.17,0.33,0.17,0.33,0.25,0.15,0.39,0.25,0.39
Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,21.0,2001.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Ndiweni,eng ENG,FW,Newcastle Utd,eng Premier League,19.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cher Ndour,it ITA,MF,Paris S-G,fr Ligue 1,19.0,2004.0,3,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Ndoye,ch SUI,"FW,MF",Bologna,it Serie A,22.0,2000.0,32,20,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.9,1.8,6.6,88.0,36.0,173.0,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34
Joseph Nduquidi,fr FRA,"MF,DF",Metz,fr Ligue 1,18.0,2004.0,13,7,751,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,6.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,32.0,1991.0,28,18,1561,17.3,0,3,3,0,0,0,3,0,1.3,1.3,1.0,2.3,30.0,64.0,102.0,0.0,0.17,0.17,0.0,0.17,0.08,0.06,0.13,0.08,0.13
Álvaro Negredo,es ESP,"FW,MF",Cádiz,es La Liga,37.0,1985.0,7,0,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.28,0.16,0.28
Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,23.0,1999.0,15,1,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27
Zack Nelson,eng ENG,"MF,DF",Luton Town,eng Premier League,18.0,2004.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neto,br BRA,GK,Bournemouth,eng Premier League,34.0,1989.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Netz,de GER,DF,Gladbach,de Bundesliga,20.0,2003.0,30,25,2225,24.7,0,4,4,0,0,0,2,0,1.0,1.0,3.0,3.9,46.0,81.0,99.0,0.0,0.16,0.16,0.0,0.16,0.04,0.12,0.16,0.04,0.16
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37.0,1986.0,23,23,2053,22.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,26.0,1997.0,25,15,1224,13.6,4,2,6,3,1,1,4,0,4.3,3.5,1.8,5.4,30.0,74.0,43.0,0.29,0.15,0.44,0.22,0.37,0.32,0.13,0.45,0.26,0.39
Carlos Neva,es ESP,DF,Granada,es La Liga,27.0,1996.0,36,36,3146,35.0,0,2,2,0,0,0,4,0,0.1,0.1,3.2,3.3,43.0,111.0,98.0,0.0,0.06,0.06,0.0,0.06,0.0,0.09,0.1,0.0,0.1
Jessic Ngankam,de GER,"FW,MF",Mainz 05,de Bundesliga,23.0,2000.0,7,2,184,2.0,0,0,0,0,0,0,0,1,0.6,0.6,0.3,0.9,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.43,0.29,0.43
Jessic Ngankam,de GER,FW,Eint Frankfurt,de Bundesliga,23.0,2000.0,15,2,280,3.1,0,0,0,0,0,1,2,0,1.5,0.7,0.0,0.7,2.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.48,0.01,0.49,0.23,0.24
Cyril Ngonge,be BEL,"FW,MF",Hellas Verona,it Serie A,23.0,2000.0,19,17,1431,15.9,6,2,8,6,0,0,4,0,4.2,3.4,1.7,5.1,53.0,44.0,117.0,0.38,0.13,0.5,0.38,0.5,0.27,0.11,0.37,0.21,0.32
Cyril Ngonge,be BEL,FW,Napoli,it Serie A,23.0,2000.0,13,1,315,3.5,1,0,1,1,0,0,2,0,1.0,1.0,0.8,1.8,18.0,11.0,43.0,0.29,0.0,0.29,0.29,0.29,0.29,0.22,0.51,0.29,0.51
Steve Ngoura,fr FRA,"FW,MF",Le Havre,fr Ligue 1,18.0,2005.0,12,1,223,2.5,0,1,1,0,0,0,0,0,0.5,0.5,0.1,0.6,3.0,9.0,19.0,0.0,0.4,0.4,0.0,0.4,0.19,0.03,0.22,0.19,0.22
Moussa Niakhate,sn SEN,DF,Nott'ham Forest,eng Premier League,27.0,1996.0,21,15,1460,16.2,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,13.0,39.0,6.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08
Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,21.0,2002.0,8,3,318,3.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Shamar Nicholson,jm JAM,FW,Clermont Foot,fr Ligue 1,26.0,1997.0,26,17,1484,16.5,4,3,7,3,1,2,2,0,5.9,4.4,1.1,5.4,18.0,33.0,110.0,0.24,0.18,0.42,0.18,0.36,0.36,0.07,0.43,0.26,0.33
Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,26.0,1997.0,33,33,2925,32.5,2,0,2,2,0,0,6,1,1.1,1.1,0.6,1.7,5.0,95.0,11.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25.0,1997.0,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hans Nicolussi Caviglia,it ITA,MF,Juventus,it Serie A,23.0,2000.0,8,3,268,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,0.0,14.0,2.0,0.0,0.34,0.34,0.0,0.34,0.04,0.2,0.23,0.04,0.23
Saúl Ñíguez,es ESP,MF,Atlético Madrid,es La Liga,28.0,1994.0,34,14,1374,15.3,1,4,5,1,0,0,10,1,1.5,1.5,3.2,4.6,21.0,34.0,43.0,0.07,0.26,0.33,0.07,0.33,0.1,0.21,0.3,0.1,0.3
Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,22.0,2000.0,24,10,1016,11.3,6,2,8,6,0,0,1,0,4.9,4.9,2.4,7.3,36.0,13.0,95.0,0.53,0.18,0.71,0.53,0.71,0.44,0.21,0.65,0.44,0.65
Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,24.0,1999.0,27,10,1082,12.0,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22.0,20.0,77.0,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,22.0,2000.0,29,13,1309,14.5,3,2,5,3,0,0,5,1,1.3,1.3,2.2,3.5,55.0,61.0,62.0,0.21,0.14,0.34,0.21,0.34,0.09,0.15,0.24,0.09,0.24
Christopher Nkunku,fr FRA,"FW,MF",Chelsea,eng Premier League,25.0,1997.0,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10.0,19.0,35.0,0.61,0.0,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52
Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,22.0,2000.0,20,10,1021,11.3,1,2,3,1,0,0,3,0,1.7,1.7,0.9,2.6,19.0,45.0,28.0,0.09,0.18,0.26,0.09,0.26,0.15,0.08,0.23,0.15,0.23
Peru Nolaskoain,es ESP,"DF,MF",Athletic Club,es La Liga,24.0,1998.0,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Nonge,be BEL,MF,Juventus,it Serie A,18.0,2005.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Norbye,no NOR,MF,RB Leipzig,de Bundesliga,16.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnaud Nordin,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25.0,1998.0,20,15,1246,13.8,5,3,8,5,0,0,1,1,3.6,3.6,3.0,6.5,56.0,52.0,125.0,0.36,0.22,0.58,0.36,0.58,0.26,0.21,0.47,0.26,0.47
Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,eng Premier League,24.0,1999.0,5,2,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Oliver Norwood,nir NIR,MF,Sheffield Utd,eng Premier League,32.0,1991.0,27,16,1440,16.0,1,0,1,0,1,1,8,0,1.1,0.3,0.6,0.9,3.0,73.0,10.0,0.06,0.0,0.06,0.0,0.0,0.07,0.04,0.11,0.02,0.06
Tijjani Noslin,nl NED,"FW,MF",Hellas Verona,it Serie A,24.0,1999.0,17,17,1339,14.9,5,4,9,5,0,0,2,0,3.6,3.6,2.2,5.8,29.0,26.0,94.0,0.34,0.27,0.6,0.34,0.6,0.24,0.14,0.39,0.24,0.39
Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,es La Liga,25.0,1997.0,16,3,572,6.4,1,1,2,0,1,1,3,0,2.3,1.5,0.9,2.5,12.0,15.0,35.0,0.16,0.16,0.31,0.0,0.16,0.37,0.15,0.51,0.24,0.39
Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,26.0,1996.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasim Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,28.0,1995.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Nunes,pt POR,MF,Wolves,eng Premier League,24.0,1998.0,2,2,179,2.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
Matheus Nunes,pt POR,MF,Manchester City,eng Premier League,24.0,1998.0,17,7,661,7.3,0,2,2,0,0,0,0,0,0.8,0.8,1.1,2.0,28.0,34.0,58.0,0.0,0.27,0.27,0.0,0.27,0.11,0.15,0.27,0.11,0.27
Unai Núñez,es ESP,DF,Celta Vigo,es La Liga,26.0,1997.0,34,31,2801,31.1,1,0,1,1,0,0,4,0,1.4,1.4,0.8,2.2,10.0,106.0,2.0,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07
